"id_recinto";"nombre";"direccion";"id_localidad";"created_at";"updated_at"
"534";"Nucleo Escolar Nueva Aroma";"N/A";"275";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"535";"Colegio Nueva Tacopaya";"N/A";"276";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"536";"U. E. Padresama";"N/A";"277";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"537";"Unidad Educativa Paracti (Villa Tunari)";"N/A";"278";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"538";"Unidad Educativa Paractito";"N/A";"279";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"539";"Unidad Educativa Paraiso Todo Santos";"N/A";"280";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"540";"Unidad Educativa 1ro de Mayo";"N/A";"281";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"541";"U.E. Simón Rodriguez (Villa Tunari)";"N/A";"282";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"542";"U.E. Puerto Patiño";"N/A";"283";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"543";"U.E. 27 de Mayo";"N/A";"284";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"544";"Escuela Samuzabeti";"N/A";"285";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"545";"U.E. San Benito";"N/A";"286";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"546";"Escuela 27 de Mayo";"N/A";"287";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"547";"Unidad Educativa San Francisco Km 21";"N/A";"287";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"548";"Escuela La Estrella (San Gabriel)";"N/A";"288";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"549";"Escuela San Jose (V. Tunari)";"N/A";"289";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"550";"Unidad Educativa San Jose de Angosta";"N/A";"290";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"551";"U. E. Santa Rosa de La Boca";"N/A";"291";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"552";"Unidad Educativa Tocopilla";"N/A";"292";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"553";"Unidad Educativa Uncia";"N/A";"293";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"554";"Escuela Villa 14 de Septiembre";"N/A";"294";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"555";"U. E. 14 de Septiembre";"N/A";"294";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"556";"Colegio Mixto Tecnico Hum. Villa Bolivar";"N/A";"295";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"557";"Colegio Francisco Vignaud";"N/A";"296";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"558";"Escuela San Antonio de Villa Tunari";"N/A";"296";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"559";"U.E. Limo";"N/A";"297";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"560";"Unidad Educativa Alfamayu";"N/A";"298";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"561";"U. E. San José de Calasanz";"N/A";"299";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"562";"U.E. La Viña";"N/A";"300";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"563";"U.E. Esteban Andia Escobar";"N/A";"301";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"564";"U.E. Phinquina";"N/A";"302";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"565";"U. E. Arturo Sarmiento de Quiriria";"N/A";"303";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"566";"U. E. Thaqu K'asa";"N/A";"304";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"567";"U. E. Casimiro López Terrazas";"N/A";"305";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"568";"Unidad Educativa Antonio Arnez  Aranjuez";"N/A";"306";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"569";"Centro Educativo German Busch   Arbieto";"N/A";"307";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"570";"Escuela Seccional Arpita";"N/A";"308";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"571";"Unidad Educativa Carlos Canelas";"N/A";"309";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"572";"Unidad Educativa 6 de Junio   Mamanaca";"N/A";"310";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"573";"U.E. Betty Barrientos";"N/A";"311";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"574";"Unidad Educativa Apillapa";"N/A";"312";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"575";"Escuela Seccional Challaque";"N/A";"313";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"576";"Nucleo Matarani";"N/A";"314";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"577";"Nucleo Escolar Quekoma";"N/A";"315";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"578";"Escuela Eliseo Torrico   Sacabamba";"N/A";"316";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"579";"Unidad Educativa Huasa Rancho";"N/A";"317";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"580";"Unidad Educativa Huayculi";"N/A";"318";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"581";"Unidad Educativa Huerta Mayu";"N/A";"319";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"582";"Escuela Luis Terrazas";"N/A";"320";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"583";"Colegio My. Victor Ustariz";"N/A";"321";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"584";"Escuela Esteban Arze";"N/A";"321";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"585";"Escuela Rene Barrientos O.";"N/A";"321";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"586";"Unidad Educativa Chullpas";"N/A";"322";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"587";"Colegio Juan de Dios Balderrama";"N/A";"323";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"588";"Escuela Sucre";"N/A";"323";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"589";"U.E. El Porvenir";"N/A";"323";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"590";"U.E. Perez Rancho";"N/A";"323";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"591";"Unidad Educativa Huasacalle";"N/A";"324";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"592";"Escuela San Isidro";"N/A";"325";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"593";"Unidad Educativa Santa Lucia";"N/A";"326";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"594";"Colegio Nacional Mixto Ucureña";"N/A";"327";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"595";"U. E. Villa El Carmen";"N/A";"328";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"596";"U.E. Ana Rancho";"N/A";"329";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"597";"U.E. Chullpa Loma";"N/A";"330";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"598";"Unidad Educativa Siches";"N/A";"331";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"599";"Colegio Ambrosini";"N/A";"332";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"600";"Escuela Santa Maria (Carcaje)";"N/A";"333";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"601";"U. E. Complejo Carcaje";"N/A";"334";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"602";"Colegio Victor Rosales";"N/A";"335";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"603";"U. E. Abraham Flores Velasquez";"N/A";"336";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"604";"Escuela Dr. Demetrio Canelas";"N/A";"337";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"605";"Unidad Educativa Quturi";"N/A";"338";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"606";"Unidad Educativa Yana Khakha";"N/A";"339";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"607";"Escuela Aguada";"N/A";"340";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"608";"Unidad Educativa Cauta";"N/A";"341";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"609";"Sede Sindical De Chahuarani Chico";"N/A";"342";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"610";"U.E. 10 de Septiembre";"N/A";"343";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"611";"Escuela Mixta Dr. Martin Cardenas";"N/A";"344";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"612";"Colegio Pedro Ignacio Rivero";"N/A";"345";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"613";"U.E. 14 de Septiembre";"N/A";"345";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"614";"Nucleo José Claure (U. E. San Vicente)";"N/A";"346";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"615";"Unidad Educativa Thago Thago";"N/A";"347";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"616";"Unidad Educativa Tin Tin";"N/A";"348";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"617";"Sede Social De Tipa Tipa";"N/A";"349";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"618";"Escuela Guillermo Viscarra";"N/A";"350";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"619";"Unidad Educativa Uchhama Alta";"N/A";"351";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"620";"Nucleo Escolar Laguna Grande";"N/A";"352";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"621";"Unidad Educativa Molinero";"N/A";"353";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"622";"Nucleo Escolar Beta Raqay Pampa";"N/A";"354";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"623";"Nucleo Centro Salvia";"N/A";"355";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"624";"Unidad Educativa Santiago";"N/A";"356";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"625";"Unidad Educativa Pocotaica";"N/A";"357";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"626";"Nucleo Escolar Siquimira";"N/A";"358";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"627";"Nucleo Escolar Sivingani";"N/A";"359";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"628";"Escuela Humberto Nogales";"N/A";"360";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"629";"U. E. Rene Barrientos O.   La Villa";"N/A";"361";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"630";"Unidad Educativa Molle Huma";"N/A";"361";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"631";"Escuela Adela Zamudio";"N/A";"362";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"632";"Escuela Andres Maria Torrico";"N/A";"362";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"633";"Liceo Josefa M. Gandarillas (Ex Sucre)";"N/A";"362";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"634";"Sede Sindical Thaco";"N/A";"362";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"635";"U. E. 18 de Mayo";"N/A";"362";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"636";"U. E. Libertador Simón Bolívar";"N/A";"362";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"637";"U. E. Manuel A. Villarroel (Ex Bolivar)";"N/A";"362";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"638";"U. E. Ruben Ferrufino (Camacho Rancho)";"N/A";"362";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"639";"Unidad Educativa Mayor Rocha (Yacanahuyo";"N/A";"362";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"640";"Unidad Educativa Tajamar";"N/A";"362";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"641";"Unidad Educativa Tambillo Chico";"N/A";"362";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"642";"Colegio Simon Bolivar (Huaricaya)";"N/A";"363";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"643";"Escuela Experimental Paracaya";"N/A";"364";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"644";"Unidad Educativa Wañakahua";"N/A";"364";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"645";"Unidad Educativa Sunchu Pampa";"N/A";"365";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"646";"U.E. Tolata Chico";"N/A";"366";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"647";"U. E. 27 de Mayo (Ex Jose B. Pereira)";"N/A";"367";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"648";"U. E. José Braulio Pereira";"N/A";"367";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"649";"Unidad Educativa Tacachi";"N/A";"368";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"650";"Escuela Cuchu Muela";"N/A";"369";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"651";"Nucleo Escolar Yana Rumi";"N/A";"370";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"652";"Col. Tec. Ind. Comunitario Marcelo Quiroga";"N/A";"371";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"653";"Unidad Educativa Martín Cárdenas Hermoso";"N/A";"371";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"654";"Escuela Gualberto Villarroel (V. Rivero)";"N/A";"372";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"655";"Sede Social Callaj Chullpa (Colcapirhua)";"N/A";"373";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"656";"U.E. 27 de Mayo (Colcapirhua)";"N/A";"374";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"657";"Unidad Educativa Daniel Salamanca";"N/A";"374";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"658";"Unidad Educativa San Lorenzo";"N/A";"374";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"659";"U.E. San Crispin";"N/A";"375";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"660";"Escuela Jesus Lara";"N/A";"376";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"661";"U. E. Prof. Benedicto Durán Ortíz";"N/A";"376";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"662";"Sede Social de La O.T.B. Martin Cardenas (Ex Complejo El Carmen)";"N/A";"377";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"663";"U. E. Nuestra Señora de La Paz";"N/A";"378";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"664";"Unidad Educativa San José de Kami";"N/A";"378";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"665";"Colegio Padre Andrés Cuschieri";"N/A";"379";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"666";"U.E. San Miguel (Colcapirhua)";"N/A";"379";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"667";"Unidad Educativa El Sausalito";"N/A";"379";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"668";"Unidad Educativa La Sagrada Familia";"N/A";"379";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"669";"Colegio Max Fernandez";"N/A";"380";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"670";"Unidad Educativa Simon Bolivar (Sumunpaya)";"N/A";"380";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"671";"Unidad Educativa Bella Vista";"N/A";"381";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"672";"Colegio Nacional Calama (Nueva Infraestructura)";"N/A";"382";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"673";"U. E. Mcal. José Ballivian";"N/A";"382";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"674";"U. E. Milivoy Eterovic Matenda";"N/A";"382";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"675";"U.E. Cotapachi";"N/A";"382";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"676";"Instituto Tecnologico El Paso";"N/A";"383";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"677";"U. E. El Paso  A";"N/A";"383";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"678";"U.E. Molle Molle";"N/A";"383";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"679";"U.E. Santiago Apóstol";"N/A";"383";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"680";"Unidad Educativa El Paso";"N/A";"383";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"681";"Unidad Educativa Maria Auxiliadora";"N/A";"383";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"682";"U. E. Jose Miguel Lanza (Illataco)";"N/A";"384";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"683";"Unidad Educativa Liriuni";"N/A";"385";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"684";"Centro Internado Misicuni";"N/A";"386";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"685";"U. E. Rene Barrienos Ortuño (Misicuni)";"N/A";"386";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"686";"Normal Simón Rodríguez (Ex Nucleo Escolar Paucarpata)";"N/A";"387";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"687";"Centro Integral Niño Jesus Fe y Alegria";"N/A";"388";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"688";"Escuela Felix Martinez";"N/A";"388";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"689";"U.E. Oscar Alfaro";"N/A";"388";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"690";"U.E. Pocpocollo";"N/A";"388";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"691";"U. E. Potrero";"N/A";"389";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"692";"(Cárcel) Penal San Pablo";"N/A";"390";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"693";"Colegio Cristina Prada";"N/A";"390";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"694";"Colegio Franz Tamayo";"N/A";"390";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"695";"Escuela 12 de Septiembre";"N/A";"390";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"696";"Escuela Arturo Quitón";"N/A";"390";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"697";"Escuela Fidelia C. De Sanchez";"N/A";"390";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"698";"Escuela Simón Bolivar";"N/A";"390";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"699";"Escuela Tomas Bata";"N/A";"390";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"700";"Instituto Particular Quillacollo";"N/A";"390";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"701";"Liceo América";"N/A";"390";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"702";"Teofilo Vargas Candia B";"N/A";"390";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"703";"U. E. Nuestra Señora de Urkupiña";"N/A";"390";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"704";"U. E. San Martín de Porres";"N/A";"390";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"705";"U. E. Tunari";"N/A";"390";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"706";"U.E. 12 de Enero B";"N/A";"390";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"707";"U.E. 1ro. de Mayo";"N/A";"390";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"708";"U.E. 21 de Septiembre";"N/A";"390";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"709";"U.E. 23 de Marzo";"N/A";"390";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"710";"U.E. Cerro Cota";"N/A";"390";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"711";"U.E. Rene Crespo Rico";"N/A";"390";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"712";"U.E. San Martín de Porres Tarde";"N/A";"390";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"713";"U.E. Villa Asunción";"N/A";"390";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"714";"Unidad Educativa Flora Salinas Hinojosa   Amalia Echalar";"N/A";"390";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"715";"Unidad Educativa Heroinas";"N/A";"390";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"716";"Unidad Educativa Ironcollo";"N/A";"390";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"717";"Unidad Educativa Marquina";"N/A";"390";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"718";"Unidad Educativa Marquina (Secundaria)";"N/A";"390";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"719";"Unidad Educativa Martin Cardenas";"N/A";"390";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"720";"Unidad Educativa Nestor Adriazola (Ex Colegio Nacional Calama)";"N/A";"390";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"721";"Unidad Educativa Villa De Urkupiña";"N/A";"390";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"722";"Unidad Educativa Villa Moderna";"N/A";"390";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"723";"Unidad Educativa Caramarca Collpa";"N/A";"391";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"724";"Unidad Educativa  Caviloma";"N/A";"392";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"725";"Esc. Rene Barrientos Ortuño (Itapaya)";"N/A";"393";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"726";"Unidad Educativa 3 de Abril";"N/A";"394";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"727";"Escuela Bolviana Americana";"N/A";"395";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"728";"U. E. Cohachaca Chico";"N/A";"395";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"729";"Unidad Educativa Eduardo Abaroa";"N/A";"396";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"730";"U. E. German Busch";"N/A";"397";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"731";"U. E. Isidoro Carrasco Olguín";"N/A";"397";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"732";"Unidad Educativa Sauce Rancho";"N/A";"397";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"733";"Escuela Sucre (Sipe Sipe)";"N/A";"398";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"734";"U.E. Daniel Albornoz I";"N/A";"398";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"735";"Unidad Educativa Andres Uzeda Ocampo";"N/A";"398";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"736";"Unidad Educativa Toribio Claure";"N/A";"399";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"737";"Unidad Educativa Suticollo";"N/A";"400";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"738";"Unidad Educativa Uchu Uchu";"N/A";"401";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"739";"Unidad Educativa Viloma";"N/A";"402";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"740";"U. E. Viloma Cala Cala";"N/A";"403";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"741";"U.E. Cuatro Esquinas";"N/A";"404";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"742";"Unidad Educativa Nuestra Sra. De Altagracia";"N/A";"405";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"743";"Nucleo Educativo Chapisirca";"N/A";"406";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"744";"U. E. Constantino I";"N/A";"407";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"745";"U.E. Técnico Humanístico San Rafael";"N/A";"407";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"746";"Unidad Educativa Libertad";"N/A";"407";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"747";"U.E. Santa María Magdalena Postel";"N/A";"408";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"748";"Aldeas S.O.S";"N/A";"409";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"749";"Escuela Isaac Attie";"N/A";"409";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"750";"U. E. Titos Linde";"N/A";"409";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"751";"Escuela Eugenia Ravasco";"N/A";"410";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"752";"U.E. Rumy Corral";"N/A";"411";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"753";"Colegio San Miguel (Tiquipaya)";"N/A";"412";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"754";"Colegio Simon Bolivar (Tiquipaya)";"N/A";"412";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"755";"U.E. Encanto Pampa";"N/A";"412";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"756";"U.E. La Floresta (Tiquipaya)";"N/A";"412";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"757";"U.E. Monseñor Salomón Romero";"N/A";"412";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"758";"Escuela Toribio Claure";"N/A";"413";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"759";"U.E. Técnico Humanístico San Gabriel";"N/A";"413";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"760";"Unidad Educativa Jesus Maestro";"N/A";"413";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"761";"Escuela Seccional Waripucara";"N/A";"414";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"762";"Unidad Educativa Montecillo";"N/A";"414";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"763";"U. E. Combuyo";"N/A";"415";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"764";"U.E. Álvaro García Linera";"N/A";"415";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"765";"U.E. Simón I. Patiño";"N/A";"415";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"766";"Unidad Educativa Anocaraire";"N/A";"415";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"767";"Unidad Educativa Keraya";"N/A";"416";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"768";"Escuela Ismael Montes";"N/A";"417";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"769";"U.E. La Llave";"N/A";"418";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"770";"Unidad Educativa Reino Unido";"N/A";"419";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"771";"Nucleo Escolar Simon Bolivar (Thiomoko)";"N/A";"420";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"772";"U.E. Vilomilla";"N/A";"421";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"773";"Escuela Martín Cardenas";"N/A";"422";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"774";"Escuela Melchor Cuadros";"N/A";"422";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"775";"U. E. Carmen Rosa Salguero";"N/A";"422";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"776";"U. E. María Ayma";"N/A";"422";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"777";"U. E. Nuestra Señora del Rosario";"N/A";"422";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
"778";"U.E. 5 de Septiembre";"N/A";"422";"2026-03-06 00:00:00";"2026-03-06 00:00:00"
